filename,label
financial_budget_010974.xlsx,budget
questionnaire_q1_013804.pdf,questionnaire
promotion_004520.jpg,advertisement
budget_quarterly_010111.pdf,budget
invoice_2024_011914.pdf,invoice
presentation_012417.pdf,presentation
invoice_report_011478.xlsx,invoice
ad_004215.jpg,advertisement
survey_013143.pdf,questionnaire
folder_agreement_008655.docx,file_folder
budget_jan_010739.pdf,budget
budget_plan_010494.xlsx,budget
note_003679.png,handwritten
scientific_report_005361.tif,scientific_report
specification_007785.tif,specification
folder_agreement_008291.docx,file_folder
resume_notice_014150.pdf,resume
memo_agreement_015022.docx,memo
questionnaire_q1_013195.pdf,questionnaire
specification_agreement_007665.docx,specification
survey_013598.pdf,questionnaire
registration_form_001593.pdf,form
specification_007642.tif,specification
ad_004128.jpg,advertisement
handwritten_letter_003919.png,handwritten
questionnaire_2024_013686.pdf,questionnaire
invoice_2024_011396.pdf,invoice
form_jan_001534.docx,form
questionnaire_update_013980.pdf,questionnaire
email_annual_002453.msg,email
form_001346.docx,form
budget_q1_010095.xlsx,budget
email_jan_002238.msg,email
powerpoint_012263.pdf,presentation
application_001163.pdf,form
presentation_012681.tif,presentation
ad_004074.jpg,advertisement
news_article_2024_009602.pdf,news_article
resume_report_014117.docx,resume
email_jan_002095.msg,email
feedback_form_013523.docx,questionnaire
questionnaire_013977.tif,questionnaire
specification_version_007292.docx,specification
publication_006714.tif,scientific_publication
resume_q1_014135.pdf,resume
letter_000291.docx,letter
folder_jan_008540.docx,file_folder
letter_contract_000735.pdf,letter
application_001962.docx,form
report_contract_005372.pdf,scientific_report
survey_form_001226.docx,form
presentation_update_012587.pptx,presentation
note_003984.png,handwritten
deck_012890.pptx,presentation
paper_006087.docx,scientific_publication
questionnaire_annual_013676.docx,questionnaire
advertisement_004404.pdf,advertisement
publication_inquiry_006216.docx,scientific_publication
memo_update_015365.pdf,memo
questionnaire_q1_013627.pdf,questionnaire
resume_q1_014113.pdf,resume
budget_2024_010263.xlsx,budget
correspondence_000828.docx,letter
specification_2024_007861.pdf,specification
invoice_report_011326.xlsx,invoice
folder_008594.tif,file_folder
questionnaire_agreement_013662.docx,questionnaire
promotion_004045.jpg,advertisement
email_jan_002726.msg,email
advertisement_004125.jpg,advertisement
paper_006820.docx,scientific_publication
memo_update_015482.pdf,memo
specification_inquiry_007732.docx,specification
news_article_update_009319.pdf,news_article
handwritten_contract_003784.jpg,handwritten
research_report_005312.docx,scientific_report
resume_notice_014047.pdf,resume
financial_budget_010007.xlsx,budget
report_annual_005363.xlsx,scientific_report
email_002126.msg,email
folder_q1_008606.pdf,file_folder
invoice_agreement_011633.xlsx,invoice
folder_annual_008231.docx,file_folder
email_jan_002404.msg,email
correspondence_000657.docx,letter
news_article_q1_009955.pdf,news_article
budget_plan_010046.xlsx,budget
folder_contract_008187.pdf,file_folder
internal_announcement_015593.pdf,memo
questionnaire_agreement_013276.docx,questionnaire
budget_agreement_010631.pdf,budget
folder_notice_008015.pdf,file_folder
technical_spec_007103.docx,specification
financial_report_010140.xlsx,budget
cv_014910.docx,resume
slides_012560.pdf,presentation
resume_update_014740.pdf,resume
invoice_report_011247.xlsx,invoice
news_article_report_009737.docx,news_article
folder_inquiry_008510.docx,file_folder
folder_annual_008146.docx,file_folder
news_article_notice_009216.pdf,news_article
form_agreement_001488.docx,form
presentation_012690.tif,presentation
form_agreement_001655.docx,form
news_article_2024_009451.pdf,news_article
email_contract_002127.eml,email
budget_inquiry_010909.pdf,budget
folder_008818.docx,file_folder
letter_annual_000426.docx,letter
folder_contract_008351.pdf,file_folder
invoice_report_011729.xlsx,invoice
memo_jan_015989.docx,memo
powerpoint_012689.pdf,presentation
form_notice_001078.pdf,form
scientific_report_005933.tif,scientific_report
news_article_report_009568.docx,news_article
financial_report_005610.pdf,scientific_report
article_009112.pdf,news_article
budget_notice_010665.xlsx,budget
correspondence_000127.pdf,letter
budget_010560.pdf,budget
technical_spec_007410.docx,specification
news_article_inquiry_009238.docx,news_article
press_article_009728.docx,news_article
news_article_annual_009385.docx,news_article
letter_000099.tif,letter
budget_agreement_010895.pdf,budget
folder_update_008421.pdf,file_folder
invoice_jan_011877.xlsx,invoice
document_folder_008260.docx,file_folder
invoice_annual_011202.xlsx,invoice
ad_004954.jpg,advertisement
specification_jan_007711.docx,specification
memo_report_015113.docx,memo
customer_feedback_013152.pdf,questionnaire
business_memo_015540.docx,memo
written_003204.png,handwritten
presentation_012570.pdf,presentation
communication_002656.msg,email
news_article_notice_009226.pdf,news_article
folder_008857.docx,file_folder
news_009341.pdf,news_article
financial_report_005527.xlsx,scientific_report
financial_budget_010529.pdf,budget
correspondence_000251.pdf,letter
news_article_update_009079.pdf,news_article
questionnaire_inquiry_013779.docx,questionnaire
product_spec_007571.pdf,specification
form_2024_001302.pdf,form
email_report_002473.msg,email
note_003509.png,handwritten
report_2024_005598.pdf,scientific_report
letter_000751.tif,letter
document_folder_008696.docx,file_folder
specification_inquiry_007120.docx,specification
form_q1_001006.pdf,form
advertisement_004341.pdf,advertisement
survey_013353.pdf,questionnaire
resume_john_doe_014438.pdf,resume
advertisement_q1_004977.pdf,advertisement
formal_letter_000387.docx,letter
memo_notice_015908.pdf,memo
questionnaire_013570.pdf,questionnaire
advertisement_inquiry_004029.jpg,advertisement
invoice_inquiry_011277.xlsx,invoice
advertisement_004606.pdf,advertisement
cv_014873.pdf,resume
questionnaire_013442.tif,questionnaire
budget_010498.pdf,budget
handwritten_letter_003795.png,handwritten
handwritten_q1_003404.jpg,handwritten
feedback_form_013586.docx,questionnaire
business_letter_000476.pdf,letter
advertisement_update_004990.pdf,advertisement
form_inquiry_001056.docx,form
budget_010848.pdf,budget
invoice_2024_011342.pdf,invoice
memo_contract_015468.pdf,memo
form_inquiry_001236.docx,form
folder_jan_008045.docx,file_folder
folder_update_008324.pdf,file_folder
report_jan_005436.docx,scientific_report
news_article_contract_009826.pdf,news_article
news_article_q1_009711.pdf,news_article
form_annual_001373.docx,form
product_spec_007862.pdf,specification
resume_notice_014588.pdf,resume
resume_annual_014058.docx,resume
paper_006804.docx,scientific_publication
advertisement_report_004751.jpg,advertisement
report_jan_005858.docx,scientific_report
news_article_contract_009286.pdf,news_article
slides_012817.pdf,presentation
specification_contract_007471.pdf,specification
presentation_contract_012879.pptx,presentation
specification_agreement_007625.docx,specification
mail_002802.msg,email
news_article_009157.pdf,news_article
news_009838.pdf,news_article
poll_013484.pdf,questionnaire
publication_inquiry_006808.docx,scientific_publication
news_article_agreement_009185.docx,news_article
financial_report_010109.pdf,budget
financial_report_005903.pdf,scientific_report
presentation_2024_012062.pptx,presentation
news_article_annual_009217.docx,news_article
memo_015731.pdf,memo
form_contract_001119.pdf,form
publication_notice_006690.pdf,scientific_publication
form_001889.docx,form
analysis_report_005375.docx,scientific_report
handwritten_agreement_003445.png,handwritten
invoice_update_011158.pdf,invoice
memo_notice_015449.pdf,memo
questionnaire_agreement_013565.docx,questionnaire
memo_notice_015409.pdf,memo
publication_contract_006734.pdf,scientific_publication
product_spec_007704.pdf,specification
form_001071.tif,form
report_inquiry_005145.xlsx,scientific_report
resume_014976.docx,resume
publication_notice_006407.pdf,scientific_publication
questionnaire_q1_013238.pdf,questionnaire
news_article_009351.pdf,news_article
advertisement_jan_004706.jpg,advertisement
questionnaire_q1_013748.pdf,questionnaire
publication_report_006491.docx,scientific_publication
memo_015890.pdf,memo
invoice_inquiry_011073.xlsx,invoice
letter_contract_000196.pdf,letter
note_003463.png,handwritten
budget_agreement_010565.pdf,budget
bill_011919.pdf,invoice
letter_000351.docx,letter
specification_agreement_007900.docx,specification
presentation_q1_012512.pptx,presentation
resume_update_014085.pdf,resume
report_jan_005829.docx,scientific_report
handwritten_note_003502.jpg,handwritten
email_notice_002232.eml,email
letter_inquiry_000640.docx,letter
research_paper_006176.docx,scientific_publication
feedback_form_001769.docx,form
invoice_2024_001_011440.xlsx,invoice
memo_jan_015162.docx,memo
financial_report_010955.pdf,budget
questionnaire_2024_013937.pdf,questionnaire
news_article_report_009531.docx,news_article
directory_008067.docx,file_folder
handwritten_note_003975.jpg,handwritten
email_2024_002546.eml,email
budget_report_010694.pdf,budget
letter_contract_000720.pdf,letter
form_notice_001799.pdf,form
memo_update_015030.pdf,memo
specification_inquiry_007918.docx,specification
report_q1_005955.pdf,scientific_report
letter_annual_000357.docx,letter
invoice_001_011818.pdf,invoice
invoice_jan_011580.xlsx,invoice
application_014163.pdf,resume
email_notice_002270.eml,email
receipt_011282.pdf,invoice
handwritten_003753.png,handwritten
folder_q1_008723.pdf,file_folder
letter_client_000003.pdf,letter
receipt_011228.pdf,invoice
memo_015566.tif,memo
resume_report_014632.docx,resume
handwritten_003288.tif,handwritten
news_article_agreement_009792.docx,news_article
memo_015228.tif,memo
news_article_contract_009725.pdf,news_article
mail_002087.eml,email
memo_contract_015459.pdf,memo
invoice_011825.tif,invoice
letter_inquiry_000290.docx,letter
report_inquiry_005813.xlsx,scientific_report
specification_007276.docx,specification
email_q1_002150.eml,email
handwritten_notice_003910.jpg,handwritten
folder_agreement_008885.docx,file_folder
advertisement_004024.tif,advertisement
invoice_011601.xlsx,invoice
cv_014092.docx,resume
advertisement_q1_004884.pdf,advertisement
handwritten_agreement_003322.png,handwritten
presentation_012853.pdf,presentation
budget_inquiry_010166.pdf,budget
mail_002704.eml,email
invoice_jan_011853.xlsx,invoice
questionnaire_q1_013710.pdf,questionnaire
correspondence_002882.eml,email
form_annual_001270.docx,form
research_report_005076.docx,scientific_report
financial_report_005719.pdf,scientific_report
folder_jan_008703.docx,file_folder
folder_contract_008153.pdf,file_folder
budget_q4_010806.xlsx,budget
news_article_contract_009611.pdf,news_article
financial_report_005800.pdf,scientific_report
letter_000102.docx,letter
email_agreement_002859.msg,email
folder_agreement_008215.docx,file_folder
specification_notice_007628.pdf,specification
questionnaire_notice_013381.pdf,questionnaire
report_inquiry_005020.xlsx,scientific_report
article_009585.docx,news_article
budget_agreement_010125.pdf,budget
specification_2024_007750.pdf,specification
memo_015878.docx,memo
receipt_011600.pdf,invoice
news_article_report_009295.docx,news_article
news_article_009612.docx,news_article
article_009025.docx,news_article
questionnaire_contract_013950.pdf,questionnaire
specification_agreement_007695.docx,specification
news_article_inquiry_009285.docx,news_article
email_annual_002683.msg,email
budget_010084.tif,budget
folder_008772.tif,file_folder
deck_012749.pptx,presentation
advertisement_004105.pdf,advertisement
invoice_011887.xlsx,invoice
email_002246.eml,email
research_report_005627.docx,scientific_report
news_article_009683.docx,news_article
advertisement_agreement_004153.jpg,advertisement
resume_2024_014072.pdf,resume
handwritten_003616.jpg,handwritten
news_article_009722.docx,news_article
handwritten_note_003014.jpg,handwritten
feedback_form_013712.docx,questionnaire
folder_008265.tif,file_folder
news_article_2024_009578.pdf,news_article
publication_006083.docx,scientific_publication
handwritten_q1_003043.jpg,handwritten
letter_000019.docx,letter
folder_jan_008546.docx,file_folder
publication_006282.pdf,scientific_publication
report_q4_005340.pdf,scientific_report
handwritten_003429.tif,handwritten
memo_015860.docx,memo
folder_agreement_008249.docx,file_folder
folder_008149.pdf,file_folder
specification_007838.docx,specification
note_003942.jpg,handwritten
folder_update_008091.pdf,file_folder
presentation_update_012250.pptx,presentation
news_article_update_009824.pdf,news_article
marketing_004296.pdf,advertisement
ad_004347.pdf,advertisement
news_article_annual_009952.docx,news_article
presentation_agreement_012084.pdf,presentation
presentation_q1_results_012069.pptx,presentation
memo_q1_015130.pdf,memo
folder_008403.docx,file_folder
folder_008223.tif,file_folder
presentation_contract_012332.pptx,presentation
publication_jan_006302.docx,scientific_publication
news_article_report_009210.docx,news_article
note_003422.png,handwritten
questionnaire_013326.tif,questionnaire
publication_inquiry_006595.docx,scientific_publication
receipt_011341.pdf,invoice
formal_letter_000795.docx,letter
resume_update_014406.pdf,resume
publication_q1_006562.pdf,scientific_publication
article_006118.pdf,scientific_publication
budget_contract_010564.xlsx,budget
memo_report_015625.docx,memo
registration_form_001011.pdf,form
financial_budget_010090.pdf,budget
correspondence_000902.docx,letter
news_article_annual_009660.docx,news_article
report_annual_005042.xlsx,scientific_report
survey_013818.docx,questionnaire
budget_report_010024.pdf,budget
memo_notice_015899.pdf,memo
cv_014427.docx,resume
advertisement_004923.pdf,advertisement
invoice_report_011376.xlsx,invoice
resume_014657.docx,resume
advertisement_contract_004075.pdf,advertisement
feedback_form_013176.docx,questionnaire
report_annual_005770.xlsx,scientific_report
analysis_report_005030.docx,scientific_report
resume_agreement_014699.docx,resume
business_memo_015833.docx,memo
resume_2024_014557.pdf,resume
publication_006504.pdf,scientific_publication
folder_annual_008545.docx,file_folder
analysis_report_005576.docx,scientific_report
email_q1_002608.eml,email
news_article_009619.pdf,news_article
note_003371.png,handwritten
letter_jan_000339.docx,letter
budget_agreement_010970.pdf,budget
payment_invoice_011719.xlsx,invoice
receipt_011670.pdf,invoice
resume_2024_014858.pdf,resume
email_002856.tif,email
email_report_002894.msg,email
form_notice_001213.pdf,form
presentation_results_012809.pdf,presentation
technical_spec_007444.docx,specification
folder_008211.docx,file_folder
folder_inquiry_008639.docx,file_folder
presentation_update_012847.pptx,presentation
email_002300.msg,email
news_article_update_009993.pdf,news_article
tech_spec_007146.docx,specification
publication_jan_006916.docx,scientific_publication
invoice_2024_011858.pdf,invoice
memo_inquiry_015798.docx,memo
handwritten_annual_003706.png,handwritten
publication_006661.tif,scientific_publication
letter_annual_000409.docx,letter
letter_000563.pdf,letter
email_002009.msg,email
news_009100.pdf,news_article
advertisement_notice_004216.pdf,advertisement
letter_contract_000914.pdf,letter
resume_014779.docx,resume
handwritten_annual_003821.png,handwritten
handwritten_q1_003312.jpg,handwritten
directory_008271.docx,file_folder
questionnaire_jan_013126.docx,questionnaire
publication_notice_006651.pdf,scientific_publication
curriculum_vitae_014435.docx,resume
publication_contract_006927.pdf,scientific_publication
publication_006684.pdf,scientific_publication
product_spec_007780.pdf,specification
advertisement_agreement_004755.jpg,advertisement
resume_014590.tif,resume
presentation_results_012435.pdf,presentation
letter_inquiry_000411.docx,letter
publication_006075.tif,scientific_publication
resume_014787.pdf,resume
publication_006526.tif,scientific_publication
resume_agreement_014881.docx,resume
specification_v2_007968.pdf,specification
survey_013535.pdf,questionnaire
form_001199.pdf,form
publication_q1_006672.pdf,scientific_publication
advertisement_annual_004089.jpg,advertisement
advertisement_report_004244.jpg,advertisement
folder_2024_008608.pdf,file_folder
letter_000280.pdf,letter
application_001310.pdf,form
advertisement_contract_004111.pdf,advertisement
mail_002957.eml,email
form_q1_001010.pdf,form
presentation_annual_012192.pdf,presentation
application_001659.pdf,form
advertisement_annual_004960.jpg,advertisement
mail_002826.eml,email
handwritten_jan_003710.png,handwritten
handwritten_q1_003184.jpg,handwritten
handwritten_003210.png,handwritten
form_notice_001370.pdf,form
invoice_annual_011874.xlsx,invoice
survey_013117.docx,questionnaire
email_002585.tif,email
resume_notice_014628.pdf,resume
invoice_q1_011944.pdf,invoice
invoice_jan_011250.xlsx,invoice
folder_008794.tif,file_folder
news_article_009841.tif,news_article
publication_006844.pdf,scientific_publication
folder_008180.pdf,file_folder
note_003934.png,handwritten
resume_candidate_014690.docx,resume
invoice_011315.xlsx,invoice
tech_spec_007425.docx,specification
document_folder_008910.docx,file_folder
specification_2024_007794.pdf,specification
written_003859.png,handwritten
report_contract_005893.pdf,scientific_report
budget_010505.tif,budget
resume_candidate_014028.docx,resume
handwritten_note_003578.jpg,handwritten
handwritten_notice_003369.jpg,handwritten
article_009377.docx,news_article
presentation_inquiry_012525.pdf,presentation
directory_008981.pdf,file_folder
email_2024_002054.eml,email
presentation_jan_012627.pdf,presentation
news_article_contract_009979.pdf,news_article
survey_013424.docx,questionnaire
advertisement_004649.tif,advertisement
powerpoint_012617.pdf,presentation
resume_update_014440.pdf,resume
memo_q1_015096.pdf,memo
memo_q1_015782.pdf,memo
folder_report_008913.docx,file_folder
report_contract_005261.pdf,scientific_report
news_article_report_009404.docx,news_article
resume_q1_014769.pdf,resume
publication_notice_006692.pdf,scientific_publication
presentation_012659.pdf,presentation
handwritten_jan_003599.png,handwritten
form_contract_001713.pdf,form
financial_budget_010447.pdf,budget
report_inquiry_005396.xlsx,scientific_report
questionnaire_update_013461.pdf,questionnaire
letter_agreement_000511.docx,letter
scientific_report_005149.pdf,scientific_report
news_article_q1_009663.pdf,news_article
financial_report_005863.pdf,scientific_report
product_spec_007046.pdf,specification
specification_jan_007107.docx,specification
manuscript_003372.jpg,handwritten
advertisement_jan_004291.jpg,advertisement
specification_inquiry_007013.docx,specification
report_contract_005646.pdf,scientific_report
news_article_009566.pdf,news_article
invoice_contract_011051.pdf,invoice
presentation_q1_012885.pptx,presentation
note_003325.png,handwritten
poll_013369.pdf,questionnaire
resume_2024_014831.pdf,resume
email_jan_002145.msg,email
letter_annual_000862.docx,letter
budget_q1_010456.xlsx,budget
folder_update_008029.pdf,file_folder
specification_notice_007333.pdf,specification
budget_010973.pdf,budget
advertisement_report_004013.jpg,advertisement
folder_jan_008201.docx,file_folder
paper_006753.docx,scientific_publication
invoice_011917.pdf,invoice
advertisement_notice_004246.pdf,advertisement
folder_008158.pdf,file_folder
form_contract_001632.pdf,form
financial_report_005107.pdf,scientific_report
handwritten_003479.png,handwritten
specification_agreement_007065.docx,specification
slides_012239.pptx,presentation
questionnaire_report_013587.docx,questionnaire
email_inquiry_002039.msg,email
article_006843.pdf,scientific_publication
report_q1_005206.pdf,scientific_report
specification_version_007482.docx,specification
questionnaire_inquiry_013692.docx,questionnaire
folder_notice_008781.pdf,file_folder
form_2024_001547.pdf,form
publication_notice_006596.pdf,scientific_publication
report_annual_005064.xlsx,scientific_report
directory_008114.docx,file_folder
news_article_009562.docx,news_article
article_006377.pdf,scientific_publication
form_contract_001402.pdf,form
email_002448.eml,email
email_annual_002615.msg,email
presentation_inquiry_012403.pdf,presentation
letter_agreement_000379.docx,letter
slides_012967.pdf,presentation
form_2024_001350.pdf,form
communication_002935.msg,email
article_009801.docx,news_article
survey_013590.pdf,questionnaire
presentation_q1_012196.pptx,presentation
invoice_agreement_011103.xlsx,invoice
folder_contract_008496.pdf,file_folder
financial_budget_010918.pdf,budget
correspondence_000542.docx,letter
folder_update_008138.pdf,file_folder
advertisement_2024_004429.pdf,advertisement
correspondence_000047.pdf,letter
news_009864.pdf,news_article
application_form_001921.pdf,form
letter_000903.tif,letter
survey_form_001411.docx,form
financial_report_010809.pdf,budget
questionnaire_013089.tif,questionnaire
letter_inquiry_000907.docx,letter
publication_006134.tif,scientific_publication
article_009987.pdf,news_article
specification_contract_007313.pdf,specification
handwritten_annual_003000.png,handwritten
memo_annual_015039.docx,memo
technical_spec_007733.docx,specification
handwritten_q1_003011.jpg,handwritten
questionnaire_agreement_013008.docx,questionnaire
form_inquiry_001748.docx,form
budget_010237.tif,budget
handwritten_inquiry_003111.png,handwritten
news_article_report_009260.docx,news_article
handwritten_q1_003608.jpg,handwritten
advertisement_annual_004035.jpg,advertisement
folder_008358.docx,file_folder
email_report_002906.msg,email
presentation_012205.tif,presentation
news_article_009237.pdf,news_article
advertisement_contract_004754.pdf,advertisement
report_agreement_005725.docx,scientific_report
financial_report_005168.pdf,scientific_report
advertisement_jan_004685.jpg,advertisement
email_q1_002861.eml,email
specification_annual_007213.docx,specification
resume_update_014611.pdf,resume
form_001862.pdf,form
publication_agreement_006311.docx,scientific_publication
specification_notice_007726.pdf,specification
article_009723.docx,news_article
invoice_011059.pdf,invoice
budget_inquiry_010676.pdf,budget
handwritten_inquiry_003393.png,handwritten
financial_report_010899.pdf,budget
questionnaire_jan_013333.docx,questionnaire
presentation_012356.pptx,presentation
publication_006072.docx,scientific_publication
questionnaire_contract_013169.pdf,questionnaire
questionnaire_q1_013610.pdf,questionnaire
document_folder_008225.docx,file_folder
questionnaire_update_013538.pdf,questionnaire
paper_006977.docx,scientific_publication
analysis_report_005787.docx,scientific_report
registration_form_001697.pdf,form
advertisement_contract_004629.pdf,advertisement
advertisement_004935.tif,advertisement
memo_annual_015000.docx,memo
specification_007534.tif,specification
invoice_011412.tif,invoice
folder_update_008955.pdf,file_folder
advertisement_jan_004304.jpg,advertisement
paper_006558.pdf,scientific_publication
specification_v2_007070.pdf,specification
note_003021.jpg,handwritten
tech_spec_007514.docx,specification
news_article_notice_009869.pdf,news_article
questionnaire_013904.docx,questionnaire
communication_002512.msg,email
letter_jan_000293.docx,letter
news_article_report_009152.docx,news_article
payment_invoice_011457.xlsx,invoice
financial_report_005094.pdf,scientific_report
publication_inquiry_006389.docx,scientific_publication
news_009980.pdf,news_article
communication_002214.msg,email
promotion_004414.jpg,advertisement
scientific_report_005814.docx,scientific_report
publication_2024_006903.pdf,scientific_publication
handwritten_003522.png,handwritten
letter_agreement_000084.docx,letter
memo_contract_015695.pdf,memo
financial_report_005351.pdf,scientific_report
advertisement_q1_004130.pdf,advertisement
resume_update_014939.pdf,resume
advertisement_q1_004502.pdf,advertisement
presentation_contract_012188.pptx,presentation
article_006195.pdf,scientific_publication
memo_2024_015536.pdf,memo
research_paper_006443.docx,scientific_publication
handwritten_letter_003909.png,handwritten
invoice_001_011286.pdf,invoice
scientific_report_005225.docx,scientific_report
article_006688.pdf,scientific_publication
cv_014895.docx,resume
handwritten_notice_003194.jpg,handwritten
presentation_2024_012203.pptx,presentation
email_2024_002954.eml,email
letter_notice_000176.pdf,letter
payment_invoice_011570.xlsx,invoice
invoice_jan_011418.xlsx,invoice
handwritten_003721.jpg,handwritten
budget_inquiry_010154.pdf,budget
presentation_2024_012938.pptx,presentation
advertisement_update_004705.pdf,advertisement
letter_notice_000566.pdf,letter
budget_report_010325.pdf,budget
email_notice_002227.eml,email
research_paper_006425.docx,scientific_publication
business_announcement_015947.docx,memo
handwritten_inquiry_003449.png,handwritten
specification_007391.tif,specification
form_annual_001328.docx,form
report_contract_005963.pdf,scientific_report
publication_update_006954.pdf,scientific_publication
folder_agreement_008370.docx,file_folder
resume_contract_014724.pdf,resume
folder_inquiry_008343.docx,file_folder
note_003889.jpg,handwritten
memo_015056.tif,memo
invoice_2024_001_011509.xlsx,invoice
letter_q1_000149.pdf,letter
specification_notice_007105.pdf,specification
application_001061.docx,form
report_notice_005778.pdf,scientific_report
specification_annual_007584.docx,specification
form_contract_001570.pdf,form
resume_notice_014189.pdf,resume
memo_annual_015072.docx,memo
news_article_q1_009785.pdf,news_article
presentation_results_012212.pdf,presentation
publication_notice_006119.pdf,scientific_publication
promotion_004851.jpg,advertisement
research_paper_006679.docx,scientific_publication
file_organizer_008400.pdf,file_folder
news_article_009717.docx,news_article
resume_q1_014575.pdf,resume
form_contract_001698.pdf,form
memo_015630.tif,memo
publication_notice_006489.pdf,scientific_publication
folder_inquiry_008287.docx,file_folder
memo_inquiry_015391.docx,memo
cv_014601.pdf,resume
financial_report_005381.pdf,scientific_report
ad_004455.jpg,advertisement
memo_contract_015349.pdf,memo
report_q1_005910.pdf,scientific_report
letter_annual_000518.docx,letter
letter_client_000434.pdf,letter
internal_announcement_015734.pdf,memo
resume_report_014471.docx,resume
news_article_report_009357.docx,news_article
form_001320.docx,form
correspondence_000431.docx,letter
publication_2024_006978.pdf,scientific_publication
slides_012554.pptx,presentation
advertisement_agreement_004475.jpg,advertisement
invoice_jan_011971.xlsx,invoice
resume_2024_014959.pdf,resume
specification_inquiry_007360.docx,specification
report_annual_005859.xlsx,scientific_report
resume_update_014790.pdf,resume
news_article_annual_009639.docx,news_article
invoice_011972.tif,invoice
